"County","Year","Total.Revenues","Estimated.Population","Revenues.Per.Capita","AcresBurned","StructuresDestroyed"
"san luis obispo",2017,604606437,280101,2159,460,NA
"san luis obispo",2017,604606437,280101,2159,1816,NA
"san luis obispo",2017,604606437,280101,2159,28687,0
"san luis obispo",2017,604606437,280101,2159,150,NA
"san luis obispo",2017,604606437,280101,2159,775,NA
"san luis obispo",2017,604606437,280101,2159,225,NA
"san luis obispo",2017,604606437,280101,2159,73,NA
"san luis obispo",2017,604606437,280101,2159,120,NA
"san luis obispo",2018,615588420,280101,2198,80,NA
"san luis obispo",2018,615588420,280101,2198,14,NA
"san luis obispo",2018,615588420,280101,2198,260,NA
"san luis obispo",2018,615588420,280101,2198,58,NA
"san luis obispo",2018,615588420,280101,2198,12,NA
"san luis obispo",2018,615588420,280101,2198,60,NA
"san luis obispo",2018,615588420,280101,2198,25,NA
"san luis obispo",2018,615588420,280101,2198,51,NA
"san luis obispo",2018,615588420,280101,2198,10,12
"san luis obispo",2018,615588420,280101,2198,100,NA
"san luis obispo",2018,615588420,280101,2198,60,NA
"san luis obispo",2018,615588420,280101,2198,30,NA
"san luis obispo",2018,615588420,280101,2198,1500,NA
"san luis obispo",2018,615588420,280101,2198,37,NA
"san luis obispo",2019,707485856,280393,2523,120,NA
"san luis obispo",2019,707485856,280393,2523,220,0
"san luis obispo",2019,707485856,280393,2523,974,NA
"san luis obispo",2019,707485856,280393,2523,52,NA
"san luis obispo",2019,707485856,280393,2523,30,NA
"san luis obispo",2019,707485856,280393,2523,1764,NA
"san luis obispo",2019,707485856,280393,2523,95,NA
"san luis obispo",2019,707485856,280393,2523,289,NA
"san luis obispo",2019,707485856,280393,2523,835,NA
"san luis obispo",2019,707485856,280393,2523,1127,NA
"san mateo",2013,1236227553,735678,1680,41,NA
"san mateo",2017,1732198692,770203,2249,50,NA
"san mateo",2019,2280789608,774485,2945,62,NA
"santa barbara",2013,727377855,429200,1695,1984,NA
"santa barbara",2013,727377855,429200,1695,170,NA
"santa barbara",2014,703415222,433398,1623,632,NA
"santa barbara",2015,767674135,437643,1754,52,NA
"santa barbara",2015,767674135,437643,1754,211,NA
"santa barbara",2015,767674135,437643,1754,21,NA
"santa barbara",2016,786760668,446717,1761,32606,NA
"santa barbara",2016,786760668,446717,1761,215,NA
"santa barbara",2016,786760668,446717,1761,7474,NA
"santa barbara",2016,786760668,446717,1761,12518,NA
"santa barbara",2017,880935692,450663,1955,50,NA
"santa barbara",2017,880935692,450663,1955,444,NA
"santa barbara",2017,880935692,450663,1955,14,NA
"santa barbara",2017,880935692,450663,1955,14,NA
"santa barbara",2017,880935692,450663,1955,18430,NA
"santa barbara",2017,880935692,450663,1955,281893,1063
"santa barbara",2017,880935692,450663,1955,190,NA
"santa barbara",2018,917615110,453457,2024,172,NA
"santa barbara",2018,917615110,453457,2024,0,NA
"santa barbara",2018,917615110,453457,2024,1014,NA
"santa barbara",2018,917615110,453457,2024,258,NA
"santa barbara",2018,917615110,453457,2024,110,NA
"santa barbara",2018,917615110,453457,2024,60,NA
"santa barbara",2018,917615110,453457,2024,77,NA
"santa barbara",2018,917615110,453457,2024,113,24
"santa barbara",2019,1105431671,454593,2432,3126,NA
"santa barbara",2019,1105431671,454593,2432,420,NA
"santa barbara",2019,1105431671,454593,2432,100,NA
"santa barbara",2019,1105431671,454593,2432,200,NA
"santa clara",2013,4177511573,1842254,2268,50,NA
"santa clara",2013,4177511573,1842254,2268,40,NA
"santa clara",2014,3955680734,1868558,2117,125,NA
"santa clara",2014,3955680734,1868558,2117,80,NA
"santa clara",2015,4589941453,1889638,2429,215,NA
"santa clara",2015,4589941453,1889638,2429,42,NA
"santa clara",2016,5077915977,1927888,2634,4474,28
"santa clara",2016,5077915977,1927888,2634,114,NA
"santa clara",2016,5077915977,1927888,2634,100,NA
"santa clara",2016,5077915977,1927888,2634,25,NA
"santa clara",2016,5077915977,1927888,2634,25,NA
"santa clara",2017,5625107619,1938180,2902,54,NA
"santa clara",2017,5625107619,1938180,2902,101,NA
"santa clara",2017,5625107619,1938180,2902,51,NA
"santa clara",2017,5625107619,1938180,2902,70,NA
"santa clara",2017,5625107619,1938180,2902,85,NA
"santa clara",2017,5625107619,1938180,2902,100,NA
"santa clara",2017,5625107619,1938180,2902,78,NA
"santa clara",2017,5625107619,1938180,2902,100,NA
"santa clara",2018,5849545320,1956598,2990,320,1
"santa clara",2018,5849545320,1956598,2990,116,NA
"santa clara",2018,5849545320,1956598,2990,16,NA
"santa clara",2018,5849545320,1956598,2990,70,NA
"santa clara",2018,5849545320,1956598,2990,30,NA
"santa clara",2018,5849545320,1956598,2990,70,NA
"santa clara",2018,5849545320,1956598,2990,20,NA
"santa clara",2018,5849545320,1956598,2990,51,NA
"santa clara",2018,5849545320,1956598,2990,63,NA
"santa clara",2019,6656896820,1954286,3406,128,NA
"santa clara",2019,6656896820,1954286,3406,210,NA
"santa clara",2019,6656896820,1954286,3406,17,NA
"santa clara",2019,6656896820,1954286,3406,60,NA
"santa clara",2019,6656896820,1954286,3406,74,NA
"santa clara",2019,6656896820,1954286,3406,35,NA
"santa clara",2019,6656896820,1954286,3406,144,NA
"santa clara",2019,6656896820,1954286,3406,47,NA
"santa clara",2019,6656896820,1954286,3406,35,NA
"santa clara",2019,6656896820,1954286,3406,80,NA
"santa cruz",2017,566813218,276603,2049,391,6
"santa cruz",2018,598600452,276864,2162,17,NA
"santa cruz",2018,598600452,276864,2162,10,NA
"santa cruz",2019,665270259,274871,2420,10,NA
"shasta",2013,285317564,178601,1598,8073,201
"shasta",2013,285317564,178601,1598,43,NA
"shasta",2013,285317564,178601,1598,33,NA
"shasta",2013,285317564,178601,1598,196,NA
"shasta",2013,285317564,178601,1598,27,NA
"shasta",2013,285317564,178601,1598,34,NA
"shasta",2014,282125313,179412,1572,25,NA
"shasta",2014,282125313,179412,1572,32416,21
"shasta",2014,282125313,179412,1572,50,NA
"shasta",2014,282125313,179412,1572,12661,20
"shasta",2014,282125313,179412,1572,143,NA
"shasta",2014,282125313,179412,1572,75,NA
"shasta",2014,282125313,179412,1572,6258,NA
"shasta",2014,282125313,179412,1572,39736,NA
"shasta",2014,282125313,179412,1572,1375,4
"shasta",2015,279509714,178673,1564,59,NA
"shasta",2015,279509714,178673,1564,212,5
"shasta",2015,279509714,178673,1564,75,NA
"shasta",2015,279509714,178673,1564,18,NA
"shasta",2015,279509714,178673,1564,109,NA
"shasta",2015,279509714,178673,1564,75,1
"shasta",2015,279509714,178673,1564,90,NA
"shasta",2016,289870881,178592,1623,75,NA
"shasta",2016,289870881,178592,1623,441,1
"shasta",2016,289870881,178592,1623,11,NA
"shasta",2016,289870881,178592,1623,100,NA
"shasta",2016,289870881,178592,1623,24,NA
"shasta",2016,289870881,178592,1623,35,NA
"shasta",2017,325291176,178605,1821,128,NA
"shasta",2017,325291176,178605,1821,21,NA
"shasta",2017,325291176,178605,1821,17,NA
"shasta",2017,325291176,178605,1821,17,NA
"shasta",2017,325291176,178605,1821,25,NA
"shasta",2017,325291176,178605,1821,37,NA
"shasta",2017,325291176,178605,1821,180,5
"shasta",2017,325291176,178605,1821,45,NA
"shasta",2017,325291176,178605,1821,40,NA
"shasta",2017,325291176,178605,1821,995,NA
"shasta",2017,325291176,178605,1821,10,NA
"shasta",2018,364618422,178271,2045,229651,1614
"shasta",2018,364618422,178271,2045,1900,NA
"shasta",2018,364618422,178271,2045,38,NA
"shasta",2018,364618422,178271,2045,35,NA
"shasta",2018,364618422,178271,2045,13,NA
"shasta",2018,364618422,178271,2045,46150,NA
"shasta",2018,364618422,178271,2045,31,NA
"shasta",2018,364618422,178271,2045,11,NA
"shasta",2018,364618422,178271,2045,63311,42
"shasta",2018,364618422,178271,2045,12,NA
"shasta",2018,364618422,178271,2045,328,NA
"shasta",2018,364618422,178271,2045,155,NA
"shasta",2018,364618422,178271,2045,1678,11
"shasta",2018,364618422,178271,2045,76,1
"shasta",2018,364618422,178271,2045,63,NA
"shasta",2018,364618422,178271,2045,51,NA
"shasta",2019,380377816,178773,2128,30,NA
"shasta",2019,380377816,178773,2128,156,NA
"shasta",2019,380377816,178773,2128,16,NA
"shasta",2019,380377816,178773,2128,46,NA
"shasta",2019,380377816,178773,2128,30,NA
"shasta",2019,380377816,178773,2128,30,NA
"shasta",2019,380377816,178773,2128,90,NA
"shasta",2019,380377816,178773,2128,42,NA
"shasta",2019,380377816,178773,2128,600,14
"sierra",2017,19247389,3207,6002,747,NA
"sierra",2017,19247389,3207,6002,168,NA
"siskiyou",2013,84578397,44796,1888,14754,NA
"siskiyou",2013,84578397,44796,1888,40,NA
"siskiyou",2013,84578397,44796,1888,50,NA
"siskiyou",2014,90699766,45231,2005,516,165
"siskiyou",2014,90699766,45231,2005,0,NA
"siskiyou",2014,90699766,45231,2005,32496,NA
"siskiyou",2014,90699766,45231,2005,30,NA
"siskiyou",2014,90699766,45231,2005,5503,NA
"siskiyou",2014,90699766,45231,2005,50042,NA
"siskiyou",2014,90699766,45231,2005,35302,NA
"siskiyou",2015,92420912,45119,2048,200,NA
"siskiyou",2015,92420912,45119,2048,69,NA
"siskiyou",2015,92420912,45119,2048,181,NA
"siskiyou",2015,92420912,45119,2048,24,NA
"siskiyou",2015,92420912,45119,2048,58,NA
"siskiyou",2016,88510849,44739,1978,26,NA
"siskiyou",2016,88510849,44739,1978,33867,NA
"siskiyou",2016,88510849,44739,1978,2860,NA
"siskiyou",2016,88510849,44739,1978,710,5
"siskiyou",2016,88510849,44739,1978,32,NA
"siskiyou",2016,88510849,44739,1978,23,NA
"siskiyou",2016,88510849,44739,1978,56,NA
"siskiyou",2017,96104592,44688,2151,78698,NA
"siskiyou",2017,96104592,44688,2151,27276,NA
"siskiyou",2017,96104592,44688,2151,56,NA
"siskiyou",2017,96104592,44688,2151,54,NA
"siskiyou",2017,96104592,44688,2151,46,NA
"siskiyou",2017,96104592,44688,2151,0,NA
"siskiyou",2017,96104592,44688,2151,19,NA
"siskiyou",2017,96104592,44688,2151,41,NA
"siskiyou",2017,96104592,44688,2151,0,NA
"siskiyou",2017,96104592,44688,2151,469,NA
"siskiyou",2017,96104592,44688,2151,155,NA
"siskiyou",2017,96104592,44688,2151,55,NA
"siskiyou",2017,96104592,44688,2151,39715,NA
"siskiyou",2017,96104592,44688,2151,3142,NA
"siskiyou",2017,96104592,44688,2151,0,NA
"siskiyou",2017,96104592,44688,2151,54,NA
"siskiyou",2018,107583647,44612,2412,38008,83
"siskiyou",2018,107583647,44612,2412,224,NA
"siskiyou",2018,107583647,44612,2412,37,NA
"siskiyou",2018,107583647,44612,2412,10,NA
"siskiyou",2018,107583647,44612,2412,27,NA
"siskiyou",2018,107583647,44612,2412,12,NA
"siskiyou",2018,107583647,44612,2412,215,NA
"siskiyou",2018,107583647,44612,2412,127,NA
"siskiyou",2018,107583647,44612,2412,15,NA
"siskiyou",2018,107583647,44612,2412,63,NA
"siskiyou",2019,112614732,44584,2526,83,NA
"siskiyou",2019,112614732,44584,2526,207,NA
"siskiyou",2019,112614732,44584,2526,227,NA
"siskiyou",2019,112614732,44584,2526,1872,NA
"siskiyou",2019,112614732,44584,2526,10,NA
"siskiyou",2019,112614732,44584,2526,35,NA
"siskiyou",2019,112614732,44584,2526,15,NA
"siskiyou",2019,112614732,44584,2526,17,NA
"siskiyou",2019,112614732,44584,2526,91,NA
"solano",2013,614609630,418387,1469,28,NA
"solano",2013,614609630,418387,1469,124,NA
"solano",2014,584957743,424233,1379,70,NA
"solano",2015,601544357,429552,1400,150,NA
"solano",2015,601544357,429552,1400,40,NA
"solano",2016,655785885,431498,1520,57,NA
"solano",2017,713850543,436023,1637,51624,120
"solano",2017,713850543,436023,1637,39,NA
"solano",2017,713850543,436023,1637,100,NA
"solano",2017,713850543,436023,1637,55,2
"solano",2018,762135735,439793,1733,1500,NA
"solano",2018,762135735,439793,1733,160,NA
"solano",2018,762135735,439793,1733,4500,NA
"solano",2018,762135735,439793,1733,2162,1
"solano",2019,778984684,441307,1765,140,NA
"solano",2019,778984684,441307,1765,183,NA
"solano",2019,778984684,441307,1765,24,NA
"solano",2019,778984684,441307,1765,81,NA
"solano",2019,778984684,441307,1765,30,NA
"sonoma",2013,807618219,490423,1647,125,NA
"sonoma",2013,807618219,490423,1647,3505,1
"sonoma",2013,807618219,490423,1647,158,NA
"sonoma",2013,807618219,490423,1647,28,NA
"sonoma",2013,807618219,490423,1647,159,NA
"sonoma",2016,897391618,501959,1788,1547,NA
"sonoma",2017,1070620681,505120,2120,100,NA
"sonoma",2017,1070620681,505120,2120,20,NA
"sonoma",2017,1070620681,505120,2120,36807,5636
"sonoma",2017,1070620681,505120,2120,11,NA
"sonoma",2017,1070620681,505120,2120,1868,NA
"sonoma",2017,1070620681,505120,2120,18,NA
"sonoma",2017,1070620681,505120,2120,0,NA
"sonoma",2017,1070620681,505120,2120,56556,1355
"sonoma",2017,1070620681,505120,2120,17357,6
"sonoma",2017,1070620681,505120,2120,1660,NA
"sonoma",2018,1195437939,503332,2375,10,NA
"sonoma",2019,1266760855,500675,2530,77758,374
"stanislaus",2013,744277116,524124,1420,150,NA
"stanislaus",2014,776130194,526042,1475,37,NA
"stanislaus",2015,818809796,532297,1538,40,NA
"stanislaus",2016,888198544,540214,1644,140,NA
"stanislaus",2016,888198544,540214,1644,120,NA
"stanislaus",2016,888198544,540214,1644,100,NA
"stanislaus",2017,1039155522,548057,1896,13,NA
"stanislaus",2017,1039155522,548057,1896,1749,NA
"stanislaus",2017,1039155522,548057,1896,5247,NA
"stanislaus",2017,1039155522,548057,1896,62,NA
"stanislaus",2017,1039155522,548057,1896,65,NA
"stanislaus",2017,1039155522,548057,1896,19,NA
"stanislaus",2018,1106325374,555624,1991,63,NA
"stanislaus",2019,1180957213,558972,2113,18,NA
"stanislaus",2019,1180957213,558972,2113,190,NA
"stanislaus",2019,1180957213,558972,2113,35,NA
"stanislaus",2019,1180957213,558972,2113,2422,NA
"stanislaus",2019,1180957213,558972,2113,600,NA
"stanislaus",2019,1180957213,558972,2113,11,NA
"stanislaus",2019,1180957213,558972,2113,202,NA
"sutter",2016,147910514,97308,1520,300,NA
"sutter",2018,193095959,97238,1986,1200,NA
"sutter",2019,236018824,97490,2421,1350,NA
"tehama",2013,103104029,63772,1617,195,NA
"tehama",2013,103104029,63772,1617,75,NA
"tehama",2013,103104029,63772,1617,11429,NA
"tehama",2013,103104029,63772,1617,200,NA
"tehama",2013,103104029,63772,1617,6965,NA
"tehama",2014,122148170,63717,1917,225,NA
"tehama",2014,122148170,63717,1917,865,NA
"tehama",2015,113479286,64323,1764,55,NA
"tehama",2015,113479286,64323,1764,170,NA
"tehama",2015,113479286,64323,1764,110,1
"tehama",2016,112894969,63934,1766,88,NA
"tehama",2016,112894969,63934,1766,360,NA
"tehama",2016,112894969,63934,1766,11,NA
"tehama",2016,112894969,63934,1766,43,NA
"tehama",2016,112894969,63934,1766,80,NA
"tehama",2016,112894969,63934,1766,464,NA
"tehama",2016,112894969,63934,1766,80,NA
"tehama",2017,129744232,63995,2027,57,NA
"tehama",2017,129744232,63995,2027,20,NA
"tehama",2017,129744232,63995,2027,42,NA
"tehama",2017,129744232,63995,2027,60,NA
"tehama",2017,129744232,63995,2027,10,NA
"tehama",2017,129744232,63995,2027,194,NA
"tehama",2017,129744232,63995,2027,29,NA
"tehama",2017,129744232,63995,2027,15,NA
"tehama",2017,129744232,63995,2027,43,NA
"tehama",2017,129744232,63995,2027,78,NA
"tehama",2017,129744232,63995,2027,40,NA
"tehama",2018,129771624,64039,2026,3889,NA
"tehama",2018,129771624,64039,2026,70,NA
"tehama",2018,129771624,64039,2026,60,NA
"tehama",2018,129771624,64039,2026,10,NA
"tehama",2018,129771624,64039,2026,2956,5
"tehama",2018,129771624,64039,2026,170,NA
"tehama",2018,129771624,64039,2026,268,24
"tehama",2018,129771624,64039,2026,33,NA
"tehama",2018,129771624,64039,2026,856,NA
"tehama",2018,129771624,64039,2026,3716,NA
"tehama",2018,129771624,64039,2026,23,NA
"tehama",2018,129771624,64039,2026,261,NA
"tehama",2018,129771624,64039,2026,103,NA
"tehama",2018,129771624,64039,2026,50,NA
"tehama",2019,141114148,64387,2192,63,NA
"tehama",2019,141114148,64387,2192,2534,NA
"tehama",2019,141114148,64387,2192,605,NA
"tehama",2019,141114148,64387,2192,46,NA
"tehama",2019,141114148,64387,2192,8838,2
"tehama",2019,141114148,64387,2192,68,NA
"tehama",2019,141114148,64387,2192,5332,NA
"trinity",2014,46641275,13389,3484,580,1
"trinity",2014,46641275,13389,3484,15,NA
"trinity",2015,50487997,13571,3720,36503,NA
"trinity",2015,50487997,13571,3720,1542,NA
"trinity",2015,50487997,13571,3720,0,NA
"trinity",2015,50487997,13571,3720,77081,NA
"trinity",2015,50487997,13571,3720,128,NA
"trinity",2015,50487997,13571,3720,29416,NA
"trinity",2015,50487997,13571,3720,35,NA
"trinity",2017,52351633,13628,3841,13417,NA
"trinity",2017,52351633,13628,3841,32,NA
"trinity",2017,52351633,13628,3841,4736,NA
"trinity",2017,52351633,13628,3841,148,NA
"trinity",2017,52351633,13628,3841,32,NA
"trinity",2017,52351633,13628,3841,21846,NA
"trinity",2018,61360368,13635,4500,300,NA
"trinity",2018,61360368,13635,4500,1751,NA
"trinity",2018,61360368,13635,4500,229651,1614
"trinity",2018,61360368,13635,4500,63311,42
"trinity",2019,60099392,13688,4391,280,NA
"trinity",2019,60099392,13688,4391,244,NA
"tulare",2013,669540337,455599,1470,2060,NA
"tulare",2013,669540337,455599,1470,134,NA
"tulare",2015,711263207,462189,1539,430,NA
"tulare",2015,711263207,462189,1539,86,NA
"tulare",2015,711263207,462189,1539,6980,NA
"tulare",2016,750322651,466339,1609,0,NA
"tulare",2016,750322651,466339,1609,4347,NA
"tulare",2016,750322651,466339,1609,395,NA
"tulare",2016,750322651,466339,1609,10,NA
"tulare",2017,833047726,471842,1766,2295,NA
"tulare",2017,833047726,471842,1766,59,NA
"tulare",2017,833047726,471842,1766,21,NA
"tulare",2017,833047726,471842,1766,0,NA
"tulare",2017,833047726,471842,1766,79,NA
"tulare",2017,833047726,471842,1766,339,NA
"tulare",2017,833047726,471842,1766,135,NA
"tulare",2017,833047726,471842,1766,58,NA
"tulare",2017,833047726,471842,1766,2289,NA
"tulare",2017,833047726,471842,1766,416,NA
"tulare",2017,833047726,471842,1766,18900,NA
"tulare",2017,833047726,471842,1766,36556,2
"tulare",2017,833047726,471842,1766,16031,NA
"tulare",2018,907474356,475834,1907,26,NA
"tulare",2018,907474356,475834,1907,668,NA
"tulare",2018,907474356,475834,1907,34,NA
"tulare",2018,907474356,475834,1907,100,NA
"tulare",2018,907474356,475834,1907,120,NA
"tulare",2018,907474356,475834,1907,33,NA
"tulare",2019,1007063062,479112,2102,47,NA
"tulare",2019,1007063062,479112,2102,155,NA
"tulare",2019,1007063062,479112,2102,25,NA
"tulare",2019,1007063062,479112,2102,257,NA
"tulare",2019,1007063062,479112,2102,33,NA
"tulare",2019,1007063062,479112,2102,756,0
"tulare",2019,1007063062,479112,2102,381,NA
"tuolumne",2013,100646436,54360,1851,100,NA
"tuolumne",2013,100646436,54360,1851,257314,NA
"tuolumne",2013,100646436,54360,1851,1070,NA
"tuolumne",2014,103434997,53604,1930,269,NA
"tuolumne",2014,103434997,53604,1930,70,NA
"tuolumne",2014,103434997,53604,1930,487,NA
"tuolumne",2015,115533216,54337,2126,108,3
"tuolumne",2015,115533216,54337,2126,204,NA
"tuolumne",2015,115533216,54337,2126,112,NA
"tuolumne",2016,119346186,54900,2174,85,NA
"tuolumne",2016,119346186,54900,2174,32,NA
"tuolumne",2016,119346186,54900,2174,1080,NA
"tuolumne",2017,146765324,54707,2683,39,NA
"tuolumne",2017,146765324,54707,2683,38,NA
"tuolumne",2017,146765324,54707,2683,690,NA
"tuolumne",2017,146765324,54707,2683,124,NA
"tuolumne",2017,146765324,54707,2683,20,NA
"tuolumne",2018,153248781,54740,2800,163,NA
"tuolumne",2018,153248781,54740,2800,573,NA
"tuolumne",2018,153248781,54740,2800,36450,NA
"tuolumne",2019,176162121,54590,3227,21,NA
"tuolumne",2019,176162121,54590,3227,83,NA
"ventura",2013,1378237404,835436,1650,64,NA
"ventura",2013,1378237404,835436,1650,44,NA
"ventura",2013,1378237404,835436,1650,24251,10
"ventura",2013,1378237404,835436,1650,4346,NA
"ventura",2014,1461065531,842967,1733,25,NA
"ventura",2015,1507676039,848073,1778,164,NA
"ventura",2015,1507676039,848073,1778,186,NA
"ventura",2015,1507676039,848073,1778,50,NA
"ventura",2015,1507676039,848073,1778,29,NA
"ventura",2015,1507676039,848073,1778,282,NA
"ventura",2016,1545674626,856508,1805,15,NA
"ventura",2016,1545674626,856508,1805,50,NA
"ventura",2016,1545674626,856508,1805,45,NA
"ventura",2016,1545674626,856508,1805,20,NA
"ventura",2016,1545674626,856508,1805,2304,NA
"ventura",2016,1545674626,856508,1805,78,NA
"ventura",2017,1900770086,857386,2217,86,NA
"ventura",2017,1900770086,857386,2217,281893,1063
"ventura",2017,1900770086,857386,2217,50,NA
"ventura",2018,1993356302,859073,2320,4531,4
"ventura",2018,1993356302,859073,2320,186,NA
"ventura",2018,1993356302,859073,2320,0,NA
"ventura",2018,1993356302,859073,2320,96949,1643
"ventura",2018,1993356302,859073,2320,150,NA
"ventura",2019,2338009501,856598,2729,91,NA
"ventura",2019,2338009501,856598,2729,9999,4
"ventura",2019,2338009501,856598,2729,1806,NA
"ventura",2019,2338009501,856598,2729,131,NA
"ventura",2019,2338009501,856598,2729,200,NA
"ventura",2019,2338009501,856598,2729,279,NA
"yolo",2013,287170871,205999,1394,163,NA
"yolo",2014,290297398,206381,1407,6488,NA
"yolo",2016,312607775,214555,1457,5731,2
"yolo",2016,312607775,214555,1457,277,NA
"yolo",2016,312607775,214555,1457,84,NA
"yolo",2017,329855079,218896,1507,2269,NA
"yolo",2018,388966661,221270,1758,90288,29
"yolo",2018,388966661,221270,1758,14,NA
"yolo",2018,388966661,221270,1758,822,NA
"yolo",2019,427372305,222581,1920,NA,NA
"yolo",2019,427372305,222581,1920,2512,7
"yolo",2019,427372305,222581,1920,33,NA
"yuba",2013,139896418,73439,1905,73,NA
"yuba",2015,174267866,74076,2353,158,NA
"yuba",2015,174267866,74076,2353,30,NA
"yuba",2016,169254751,74345,2277,400,NA
"yuba",2017,171928957,74577,2305,867,NA
"yuba",2017,171928957,74577,2305,9989,264
"yuba",2017,171928957,74577,2305,10,NA
"yuba",2017,171928957,74577,2305,50,NA
"yuba",2017,171928957,74577,2305,39,5
"yuba",2017,171928957,74577,2305,26,NA
"yuba",2019,223336366,77916,2866,80,NA
"yuba",2019,223336366,77916,2866,80,NA
"yuba",2019,223336366,77916,2866,38,NA
"yuba",2019,223336366,77916,2866,70,NA
